,,,,
,Ngày,Mã Cửa Hàng,Doanh Thu,Chi Phí
,15-Jan,CH 2906,16989,15570
,15-Jan,CH 2907,26146,20966
,15-Jan,CH 2908,7114,6574
,15-Jan,CH 2909,2691,2408
,15-Jan,CH 2910,15498,14080
,15-Jan,CH 2911,14837,12134
,15-Jan,CH 2912,14550,11964
,15-Jan,CH 2913,28683,23849
,15-Jan,CH 2914,27854,26074
,15-Jan,CH 2915,21807,18293
,15-Jan,CH 2916,23040,21070
,15-Jan,CH 2917,24508,21913
,15-Jan,CH 2918,20600,17327
,15-Jan,CH 2919,6604,5359
,15-Jan,CH 2920,37290,32230
,15-Jan,CH 2921,29272,26452
,15-Jan,CH 2922,20684,17879
,15-Jan,CH 2923,24852,21080
,15-Jan,CH 2924,12063,10035
,15-Jan,CH 2925,20968,17715
,15-Jan,CH 2926,23084,20234
,15-Jan,CH 2927,34218,29680
,15-Jan,CH 2928,25160,23683
,15-Jan,CH 2929,28785,25053
,15-Jan,CH 2930,9691,8692
,15-Jan,CH 2931,20686,17296
,15-Jan,CH 2932,29823,24337
,15-Jan,CH 2933,24655,23283
,15-Jan,CH 2934,15989,14464
,15-Jan,CH 2935,4305,3908
,15-Jan,CH 2936,5732,5409
,15-Jan,CH 2937,24337,21684
,15-Jan,CH 2938,19649,16434
,15-Jan,CH 2939,26830,23104
,15-Jan,CH 2940,39372,34165
,15-Jan,CH 2941,12755,11205
,15-Jan,CH 2942,19369,16762
,15-Jan,CH 2943,5258,4448
,15-Jan,CH 2944,21739,20197
,15-Jan,CH 2945,7549,7089
,15-Jan,CH 2946,28522,23903
,15-Jan,CH 2947,34963,29684
,15-Jan,CH 2948,15502,14422
,15-Jan,CH 2949,29585,24747
,15-Jan,CH 2950,21809,18868
,15-Jan,CH 2951,22877,19673
,15-Jan,CH 2952,31329,27754
,15-Jan,CH 2953,15656,12767
,15-Jan,CH 2954,37251,35100
,15-Jan,CH 2955,25335,22842
,15-Jan,CH 2956,27810,26046
,15-Jan,CH 2957,28843,24102
,15-Jan,CH 2958,31123,28577
,15-Jan,CH 2959,24539,22636
,15-Jan,CH 2960,26169,23946
,15-Jan,CH 2961,28563,23119
,15-Jan,CH 2962,29282,25040
,15-Jan,CH 2963,28636,24322
,15-Jan,CH 2964,12140,10497
,15-Jan,CH 2965,16867,13955
,15-Jan,CH 2966,21553,18367
,15-Jan,CH 2967,32709,29964
,15-Jan,CH 2968,30954,28503
,15-Jan,CH 2969,16348,14051
,15-Jan,CH 2970,27291,23046
,15-Jan,CH 2971,39193,34594
,15-Jan,CH 2972,22816,20098
,15-Jan,CH 2973,30563,25417
,15-Jan,CH 2974,6557,5826
,15-Jan,CH 2975,13839,11256
,15-Jan,CH 2976,25637,20935
,15-Jan,CH 2977,23695,21931
,15-Jan,CH 2978,23725,20445
,15-Jan,CH 2979,36303,29467
,15-Jan,CH 2980,38571,31975
,15-Jan,CH 2981,13687,12890
,15-Jan,CH 2982,29424,23993
,15-Jan,CH 2983,23717,21897
,15-Jan,CH 2984,28152,25865
,15-Jan,CH 2985,29172,25178
,15-Jan,CH 2986,20288,16691
,15-Jan,CH 2987,23100,18790
,15-Jan,CH 2988,20134,17258
,15-Jan,CH 2989,15121,13936
,15-Jan,CH 2990,27923,22827
,15-Jan,CH 2991,12746,11786
,15-Jan,CH 2992,22203,18521
,15-Jan,CH 2993,20254,16730
,15-Jan,CH 2994,32901,29030
,15-Jan,CH 2995,22892,20050
,15-Jan,CH 2996,8847,7921
,15-Jan,CH 2997,18322,16475
,15-Jan,CH 2998,13454,12756
,15-Jan,CH 2999,9392,8283
,15-Jan,CH 3000,26305,21639
,15-Jan,CH 3001,27679,24762
,15-Jan,CH 3002,32500,28408
,15-Jan,CH 3003,21165,18954
,15-Jan,CH 3004,5727,5232
,15-Jan,CH 3005,16404,15010
,15-Jan,CH 3006,4956,4584
,15-Jan,CH 3007,20232,17652
,15-Jan,CH 3008,12558,10232
,15-Jan,CH 3009,33995,32255
,15-Jan,CH 3010,8455,8001
,15-Jan,CH 3011,17929,14609
,15-Jan,CH 3012,12018,10702
,15-Jan,CH 3013,15593,13247
,15-Jan,CH 3014,7061,6476
,15-Jan,CH 3015,14120,12509
,15-Jan,CH 3016,10153,9561
,15-Jan,CH 3017,15869,14807
,15-Jan,CH 3018,22479,18916
,15-Jan,CH 3019,7947,6613
,15-Jan,CH 3020,6339,5273
,15-Jan,CH 3021,15155,13170
,15-Jan,CH 3022,20349,18627
,15-Jan,CH 3023,7719,6828
,15-Jan,CH 3024,11102,9089
,15-Jan,CH 3025,12447,11416
,15-Jan,CH 3026,8488,7528
,15-Jan,CH 3027,28942,25274
,15-Jan,CH 3028,38297,32453
,15-Jan,CH 3029,33544,29355
,15-Jan,CH 3030,46379,41808
,15-Jan,CH 3031,33893,32072
,15-Jan,CH 3032,32873,29505
,15-Jan,CH 3033,23068,18670
,15-Jan,CH 3034,17012,15639
,15-Jan,CH 3035,27427,22015
,15-Jan,CH 3036,15903,13152
,15-Jan,CH 3037,34396,30909
,15-Jan,CH 3038,8728,7186
,15-Jan,CH 3039,24738,21778
,15-Jan,CH 3040,37708,32889
,15-Jan,CH 3041,22417,19420
,15-Jan,CH 3042,21344,19269
,15-Jan,CH 3043,21433,17903
,15-Jan,CH 3044,32779,29057
,15-Jan,CH 3045,16021,15186
,15-Jan,CH 3046,15060,13647
,15-Jan,CH 3047,18769,17656
,15-Jan,CH 3048,33582,30745
,15-Jan,CH 3049,15610,13097
,15-Jan,CH 3050,14090,12410
,15-Jan,CH 3051,23360,18748
,15-Jan,CH 3052,26225,23509
,15-Jan,CH 3053,10216,8617
,15-Jan,CH 3054,37015,32049
,15-Jan,CH 3055,25556,21726
,15-Jan,CH 3056,36217,30412
,15-Jan,CH 3057,18119,15691
,15-Jan,CH 3058,29336,24874
,15-Jan,CH 3059,34652,31930
,15-Jan,CH 3060,31892,29491
,15-Jan,CH 3061,33636,30653
,15-Jan,CH 3062,19806,18625
,15-Jan,CH 3063,18353,16626
,15-Jan,CH 3064,29197,27263
,15-Jan,CH 3065,31355,25084
,15-Jan,CH 3066,9063,7804
,15-Jan,CH 3067,30526,28970
,15-Jan,CH 3068,28669,26822
,15-Jan,CH 3069,11834,10839
,15-Jan,CH 3070,2908,2616
,15-Jan,CH 3071,1412,1210
,15-Jan,CH 3072,4434,4166
,15-Jan,CH 3073,18662,15723
,15-Jan,CH 3074,16167,14962
,15-Jan,CH 3075,16454,15304
,15-Jan,CH 3076,1315,1137
,15-Jan,CH 3077,2204,2004
,15-Jan,CH 3078,20285,17725
,15-Jan,CH 3079,18031,14433
,15-Jan,CH 3080,864,730
,15-Jan,CH 3081,32851,29262
,15-Jan,CH 3082,137,120
,15-Jan,CH 3083,21854,18038
,15-Jan,CH 3084,11121,10414
,15-Jan,CH 3085,43328,36948
,15-Jan,CH 3086,3741,3204
,15-Jan,CH 3087,31912,27810
,15-Jan,CH 3088,5873,5170
,15-Jan,CH 3089,7478,6548
,15-Jan,CH 3090,1960,1798
,15-Jan,CH 3091,1791,1554
,15-Jan,CH 3092,4506,4223
,15-Jan,CH 3093,748,615
,15-Jan,CH 5811,1656,1520
,15-Jan,CH 3094,10543,9098
,15-Jan,CH 3095,13243,11155
,15-Jan,CH 3096,10453,8578
,15-Jan,CH 3097,8687,7010
,15-Jan,CH 3098,15869,13959
,15-Jan,CH 3099,10706,8816
,15-Jan,CH 3100,17707,14659
,15-Jan,CH 3101,11154,8985
,15-Jan,CH 3102,27207,23603
,15-Jan,CH 3103,21730,20171
,15-Jan,CH 3104,16024,13425
,15-Jan,CH 3105,3818,3619
,15-Jan,CH 3106,13992,11491
,15-Jan,CH 3107,10294,8527
,15-Jan,CH 3108,21212,19912
,15-Jan,CH 3109,15936,14736
,15-Jan,CH 3110,27226,24815
,15-Jan,CH 3111,14237,13512
,15-Jan,CH 3112,17871,16666
,15-Jan,CH 3113,9293,8660
,15-Jan,CH 3114,10749,8998
,15-Jan,CH 3115,6006,5185
,15-Jan,CH 3116,24440,22148
,15-Jan,CH 3117,18020,16814
,15-Jan,CH 3118,4404,3789
,15-Jan,CH 3119,34524,30950
,15-Jan,CH 3120,41075,37773
,15-Jan,CH 3121,34019,30082
,15-Jan,CH 3122,31639,25659
,15-Jan,CH 3123,38419,32657
,15-Jan,CH 3124,20533,17436
,15-Jan,CH 3125,6396,5402
,15-Jan,CH 3126,28768,23676
,15-Jan,CH 3127,27527,23070
,15-Jan,CH 3128,21962,17876
,15-Jan,CH 3129,44691,37121
,15-Jan,CH 3130,16174,14320
,15-Jan,CH 3131,26525,24398
,15-Jan,CH 3132,24507,19822
,15-Jan,CH 3133,28603,25213
,15-Jan,CH 3134,30695,26564
,15-Jan,CH 3135,15862,13743
,15-Jan,CH 3136,19376,15874
,15-Jan,CH 3137,4710,3858
,15-Jan,CH 3138,3421,3024
,15-Jan,CH 3139,2414,2002
,15-Jan,CH 3140,18432,17167
,15-Jan,CH 3141,6893,6292
,15-Jan,CH 3142,19208,16889
,15-Jan,CH 3143,21319,17647
,15-Jan,CH 3144,46964,39751
,15-Jan,CH 3145,9627,8192
,15-Jan,CH 3146,24483,23050
,15-Jan,CH 3147,12812,11457
,15-Jan,CH 3148,7162,6334
,15-Jan,CH 3149,36171,31348
,15-Jan,CH 3150,17306,15701
,15-Jan,CH 3151,38171,31235
,15-Jan,CH 3152,11180,9194
,15-Jan,CH 3153,30006,25457
,15-Jan,CH 3154,12443,11623
,15-Jan,CH 3155,21446,17645
,15-Jan,CH 3156,21682,20172
,15-Jan,CH 3157,34146,29572
,15-Jan,CH 3158,26232,21354
,15-Jan,CH 3159,35513,29556
,15-Jan,CH 3160,7367,6957
,15-Jan,CH 3161,37778,33085
,15-Jan,CH 3162,1550,1431
,15-Jan,CH 3163,17299,15073
,15-Jan,CH 3164,40246,33770
,15-Jan,CH 3165,28165,26104
,15-Jan,CH 3166,3659,3235
,15-Jan,CH 3167,9312,7675
,15-Jan,CH 3168,8352,7289
,15-Jan,CH 3169,30533,26159
,15-Jan,CH 3170,16947,13659
,15-Jan,CH 3171,33731,29805
,15-Jan,CH 3172,30390,25636
,15-Jan,CH 3173,16373,13277
,15-Jan,CH 3174,55233,48960
,15-Jan,CH 3175,17273,15464
,15-Jan,CH 3176,5611,5315
,15-Jan,CH 3177,19027,15601
,15-Jan,CH 3178,10438,9559
,15-Jan,CH 3179,39797,36875
,15-Jan,CH 3180,8111,6641
,15-Jan,CH 3181,29598,24716
,15-Jan,CH 3182,10882,9064
,15-Jan,CH 3183,12819,11218
,15-Jan,CH 3184,11302,9810
,15-Jan,CH 3185,21833,20570
,15-Jan,CH 3186,48587,43663
,15-Jan,CH 3187,32333,26986
,15-Jan,CH 3188,15526,13650
,15-Jan,CH 3189,24368,21590
,15-Jan,CH 3190,4642,3779
,15-Jan,CH 3191,10388,9148
,15-Jan,CH 3192,7346,6030
,15-Jan,CH 3193,9343,8768
,15-Jan,CH 3194,15055,12424
,15-Jan,CH 3195,11917,10904
,15-Jan,CH 3196,15735,14307
,15-Jan,CH 3197,7604,6166
,15-Jan,CH 3198,9104,7737
,15-Jan,CH 3199,42804,35857
,15-Jan,CH 3200,7920,6783
,15-Jan,CH 3201,21791,17712
,15-Jan,CH 3202,26653,24908
,15-Jan,CH 3203,30623,24802
,15-Jan,CH 3204,11340,10572
,15-Jan,CH 3205,24156,20635
,15-Jan,CH 3206,30416,26438
,15-Jan,CH 3207,25699,20638
,15-Jan,CH 3208,14799,11848
,15-Jan,CH 3209,23495,20208
,15-Jan,CH 3210,32772,27490
,15-Jan,CH 3211,26455,24076
,15-Jan,CH 3212,28720,25356
,15-Jan,CH 3213,38211,33754
,15-Jan,CH 3214,20009,18853
,15-Jan,CH 3215,3844,3642
,15-Jan,CH 3216,7196,6654
,15-Jan,CH 3217,28669,23441
,15-Jan,CH 3218,48779,45463
,15-Jan,CH 3219,9522,8809
,15-Jan,CH 3220,47771,41376
,15-Jan,CH 3221,34770,31050
,15-Jan,CH 3222,17852,14497
,15-Jan,CH 3223,26255,23930
,15-Jan,CH 3224,48204,38704
,15-Jan,CH 3225,22831,20164
,15-Jan,CH 3226,35927,29693
,15-Jan,CH 3227,18725,16888
,15-Jan,CH 3228,14927,13946
,15-Jan,CH 3229,9257,7740
,15-Jan,CH 3230,13432,12527
,15-Jan,CH 3231,4049,3308
,15-Jan,CH 3232,20183,16924
,15-Jan,CH 3233,13739,11915
,15-Jan,CH 3234,16140,13389
,15-Jan,CH 3235,47211,42033
,15-Jan,CH 3236,14349,13290
,15-Jan,CH 3237,32409,30134
,15-Jan,CH 3238,21023,17087
,15-Jan,CH 3239,37021,34048
,15-Jan,CH 3240,25477,21766
,15-Jan,CH 3241,37898,35242
,15-Jan,CH 3242,35348,30550
,15-Jan,CH 3243,32034,27077
,15-Jan,CH 3244,37452,32000
,15-Jan,CH 3245,22273,18221
,15-Jan,CH 3246,29335,26656
,15-Jan,CH 3247,55196,48542
,15-Jan,CH 3248,16109,14340
,15-Jan,CH 3249,30095,24717
,15-Jan,CH 3250,39185,33739
,15-Jan,CH 3251,19893,16543
,15-Jan,CH 3252,38521,32716
,15-Jan,CH 3253,6333,5907
,15-Jan,CH 3254,26232,24668
,15-Jan,CH 3255,32078,27598
,15-Jan,CH 3256,26492,23482
,15-Jan,CH 3257,39697,35172
,15-Jan,CH 3258,36638,34371
,15-Jan,CH 3259,29779,25031
,15-Jan,CH 3260,21380,19162
,15-Jan,CH 3261,31441,27900
,15-Jan,CH 3262,28485,25970
,15-Jan,CH 3263,27176,23544
,15-Jan,CH 3264,35465,31858
,15-Jan,CH 3265,17353,16256
,15-Jan,CH 3266,23890,21391
,15-Jan,CH 3267,26029,22247
,15-Jan,CH 3268,32642,28192
,15-Jan,CH 3269,18757,15991
,15-Jan,CH 3270,17725,14206
,15-Jan,CH 3271,10892,9238
,15-Jan,CH 3272,34382,30537
,15-Jan,CH 3273,21369,19761
,15-Jan,CH 3274,8160,7191
,15-Jan,CH 3275,15598,14311
,15-Jan,CH 3276,24666,21086
,15-Jan,CH 3277,19373,15995
,15-Jan,CH 3278,39295,35762
,15-Jan,CH 3279,36328,31247
,15-Jan,CH 3280,19959,18664
,15-Jan,CH 3281,20685,17006
,15-Jan,CH 3282,26890,23591
,15-Jan,CH 3283,38781,31490
,15-Jan,CH 3284,34624,28782
,15-Jan,CH 3285,7220,6462
,15-Jan,CH 3286,16763,13912
,15-Jan,CH 3287,33112,29429
,15-Jan,CH 3288,9081,7449
,15-Jan,CH 3289,16106,13981
,15-Jan,CH 3290,16743,13507
,15-Jan,CH 3291,17748,14710
,15-Jan,CH 3292,19541,15816
,15-Jan,CH 3293,8906,7660
,15-Jan,CH 3294,3426,2858
,15-Jan,CH 3295,10948,8905
,15-Jan,CH 3296,10844,10122
,15-Jan,CH 3297,42725,38015
,15-Jan,CH 3298,28642,25759
,15-Jan,CH 3299,13196,12396
,15-Jan,CH 3300,39406,35166
,15-Jan,CH 3301,30791,29229
,15-Jan,CH 3302,14871,12234
,15-Jan,CH 3303,18716,17177
,15-Jan,CH 3304,28443,26799
,15-Jan,CH 3305,7367,6006
,15-Jan,CH 3306,11849,10459
,15-Jan,CH 3307,7621,6886
,15-Jan,CH 3308,24758,21968
,15-Jan,CH 3309,24477,22921
,15-Jan,CH 3310,13000,11790
,15-Jan,CH 3311,38174,32750
,15-Jan,CH 3312,20260,16511
,15-Jan,CH 3313,11545,10785
,15-Jan,CH 3314,8505,7126
,15-Jan,CH 3315,22825,20314
,15-Jan,CH 3316,2912,2668
,15-Jan,CH 3317,18287,15800
,15-Jan,CH 3318,7389,6790
,15-Jan,CH 3319,21755,17828
,15-Jan,CH 3320,27913,24454
,15-Jan,CH 3321,23318,20053
,15-Jan,CH 3322,20384,17680
,15-Jan,CH 3323,41950,37475
,15-Jan,CH 3324,20092,18932
,15-Jan,CH 3325,20974,19155
,15-Jan,CH 3326,21002,17867
,15-Jan,CH 3327,32304,27595
,15-Jan,CH 3328,33563,27740
,15-Jan,CH 3329,11344,10081
,15-Jan,CH 3330,22012,19640
,15-Jan,CH 3331,13763,12083
,15-Jan,CH 3332,10125,8454
,15-Jan,CH 3333,12870,11668
,15-Jan,CH 3334,17776,16849
,15-Jan,CH 3335,29343,26543
,15-Jan,CH 3336,10818,10073
,15-Jan,CH 3337,19002,16220
,15-Jan,CH 3338,33055,27424
,15-Jan,CH 3339,22906,20981
,15-Jan,CH 3340,44755,37957
,15-Jan,CH 3341,31350,29312
,15-Jan,CH 3342,27874,23869
,15-Jan,CH 3343,37422,35251
,15-Jan,CH 3344,39761,35178
,15-Jan,CH 3345,35350,33096
,15-Jan,CH 3346,33973,29042
,15-Jan,CH 3347,29851,25609
,15-Jan,CH 3348,19345,17543
,15-Jan,CH 3349,28332,26517
,15-Jan,CH 3350,21004,17395
,15-Jan,CH 3351,24014,19304
,15-Jan,CH 3352,34296,28418
,15-Jan,CH 3353,39461,33553
,15-Jan,CH 3354,20909,19723
,15-Jan,CH 3355,39490,32078
,15-Jan,CH 3356,16933,14005
,15-Jan,CH 3357,29186,27724
,15-Jan,CH 3358,10530,9368
,15-Jan,CH 3359,27873,23363
,15-Jan,CH 3360,18459,15640
,15-Jan,CH 3361,11812,9838
,15-Jan,CH 3362,43646,37429
,15-Jan,CH 3363,14923,11974
,15-Jan,CH 3364,39294,33957
,15-Jan,CH 3365,7925,6472
,15-Jan,CH 3366,36075,31428
,15-Jan,CH 3367,9146,8675
,15-Jan,CH 3368,13324,11505
,15-Jan,CH 3369,42064,38792
,15-Jan,CH 3370,23133,20520
,15-Jan,CH 3371,20721,17259
,15-Jan,CH 3372,32111,27732
,15-Jan,CH 3373,19231,17736
,15-Jan,CH 3374,22792,19510
,15-Jan,CH 3375,19276,16212
,15-Jan,CH 3376,26209,22612
,15-Jan,CH 3377,3362,2706
,15-Jan,CH 3378,14982,13532
,15-Jan,CH 3379,22878,19209
,15-Jan,CH 3380,29777,24724
,15-Jan,CH 3381,35601,28511
,15-Jan,CH 3382,28085,26659
,15-Jan,CH 3383,28285,26410
,15-Jan,CH 3384,35980,29604
,15-Jan,CH 3385,10928,10213
,15-Jan,CH 3386,18688,16851
,15-Jan,CH 3387,16586,13546
,15-Jan,CH 3388,18122,16640
,15-Jan,CH 3389,11917,10238
,15-Jan,CH 3390,12343,10746
,15-Jan,CH 3391,27167,25004
,15-Jan,CH 3392,19570,16266
,15-Jan,CH 3393,13740,12339
,15-Jan,CH 3394,2333,2200
,15-Jan,CH 3395,2320,2045
,15-Jan,CH 3396,20499,16616
,15-Jan,CH 3397,33830,28431
,15-Jan,CH 3398,20975,18974
,15-Jan,CH 3399,19998,18190
,15-Jan,CH 3400,22375,20835
,15-Jan,CH 3401,13327,10872
,15-Jan,CH 3402,34753,30531
,15-Jan,CH 3403,26691,25299
,15-Jan,CH 3404,29758,27859
,15-Jan,CH 3405,15182,13592
,15-Jan,CH 3406,13752,12075
,15-Jan,CH 3407,22724,19770
,15-Jan,CH 3408,36542,32531
,15-Jan,CH 3409,29530,25909
,15-Jan,CH 3410,9982,8224
,15-Jan,CH 3411,29620,23842
,15-Jan,CH 3412,15314,13821
,15-Jan,CH 3413,17859,16563
,15-Jan,CH 3414,28164,23846
,15-Jan,CH 3415,14486,13477
,15-Jan,CH 3416,27653,23564
,15-Jan,CH 3417,8436,6807
,15-Jan,CH 3418,26307,24424
,15-Jan,CH 3419,25836,22800
,15-Jan,CH 3420,33371,29539
,15-Jan,CH 3421,26238,22247
,15-Jan,CH 3422,29241,23925
,15-Jan,CH 3423,11564,9894
,15-Jan,CH 3424,18266,16651
,15-Jan,CH 3425,25921,21667
,15-Jan,CH 3426,32779,28614
,15-Jan,CH 3427,29089,24770
,15-Jan,CH 3428,22376,19250
,15-Jan,CH 3429,25367,23271
,15-Jan,CH 3430,28346,24536
,15-Jan,CH 3431,31521,25860
,15-Jan,CH 3432,31015,26792
,15-Jan,CH 3433,15157,12985
,15-Jan,CH 3434,23370,22016
,15-Jan,CH 3435,12769,10238
,15-Jan,CH 3436,26174,24237
,15-Jan,CH 3437,10814,8761
,15-Jan,CH 3438,46852,38425
,15-Jan,CH 3439,42437,36801
,15-Jan,CH 3440,35940,31043
,15-Jan,CH 3441,28148,24604
,15-Jan,CH 3442,17139,13893
,15-Jan,CH 3443,23308,21455
,15-Jan,CH 3444,27727,24936
,15-Jan,CH 3445,21894,20711
,15-Jan,CH 3446,48885,43475
,15-Jan,CH 3447,25595,22441
,15-Jan,CH 3448,26010,24105
,15-Jan,CH 3449,19377,18307
,15-Jan,CH 3450,21021,19588
,15-Jan,CH 3451,27090,24869
,15-Jan,CH 3452,32785,28865
,15-Jan,CH 3453,23496,22084
,15-Jan,CH 3454,14660,12929
,15-Jan,CH 3455,32855,28866
,15-Jan,CH 3456,37693,30926
,15-Jan,CH 3457,32021,29096
,15-Jan,CH 3458,29787,28036
,15-Jan,CH 3459,35628,32952
,15-Jan,CH 3460,40980,36833
,15-Jan,CH 3461,24211,22562
,15-Jan,CH 3462,13366,11110
,15-Jan,CH 3463,7608,6285
,15-Jan,CH 3464,45646,40816
,15-Jan,CH 3465,4351,3796
,15-Jan,CH 3466,24715,23239
,15-Jan,CH 3467,13780,11904
,15-Jan,CH 3468,28642,26832
,15-Jan,CH 3469,7880,6613
,15-Jan,CH 3470,13585,12483
,15-Jan,CH 3471,40295,37484
,15-Jan,CH 3472,32924,26466
,15-Jan,CH 3473,500,419
,15-Jan,CH 3474,8531,7766
,15-Jan,CH 3475,33842,27848
,15-Jan,CH 3476,34380,32313
,15-Jan,CH 3477,38839,31838
,15-Jan,CH 3478,24132,20098
,15-Jan,CH 3479,30567,25270
,15-Jan,CH 3480,32188,28838
,15-Jan,CH 3481,3642,3271
,15-Jan,CH 3482,27928,23228
,15-Jan,CH 3483,5240,4882
,15-Jan,CH 3484,25780,23940
,15-Jan,CH 3485,33449,27225
,15-Jan,CH 3486,34659,28504
,15-Jan,CH 3487,18872,17556
,15-Jan,CH 3488,14854,12031
,15-Jan,CH 3489,19298,16484
,15-Jan,CH 3490,5434,4405
,15-Jan,CH 3491,27518,25424
,15-Jan,CH 3492,23610,21456
,15-Jan,CH 5894,20558,17721
,15-Jan,CH 3493,14190,11576
,15-Jan,CH 3494,9027,7622
,15-Jan,CH 5838,8710,7342
,15-Jan,CH 3495,25211,23848
,15-Jan,CH 3496,23446,21387
,15-Jan,CH 3497,17835,14308
,15-Jan,CH 3498,30496,28356
,15-Jan,CH 3499,16776,14335
,15-Jan,CH 3500,19688,16985
,15-Jan,CH 3501,16619,13962
,15-Jan,CH 3502,26711,23894
,15-Jan,CH 3503,17203,14609
,15-Jan,CH 3504,4194,3959
,15-Jan,CH 3505,20689,18656
,15-Jan,CH 3506,7736,6312
,15-Jan,CH 3507,17328,15942
,15-Jan,CH 3508,20244,18058
,15-Jan,CH 3509,8760,7218
,15-Jan,CH 3510,25736,21906
,15-Jan,CH 3511,23246,20324
,15-Jan,CH 3512,16656,13471
,15-Jan,CH 3513,26022,23725
,15-Jan,CH 3514,26899,22853
,15-Jan,CH 3515,18386,16997
,15-Jan,CH 3516,29683,24508
,15-Jan,CH 3517,15769,13551
,15-Jan,CH 3518,10673,9300
,15-Jan,CH 3519,10592,8892
,15-Jan,CH 3520,248,221
,15-Jan,CH 3521,31587,25396
,15-Jan,CH 3522,8169,7396
,15-Jan,CH 3523,20807,18600
,15-Jan,CH 3524,14927,12043
,15-Jan,CH 3525,13063,11355
,15-Jan,CH 3526,34292,27769
,15-Jan,CH 3527,21006,18503
,15-Jan,CH 3528,16301,13480
,15-Jan,CH 3529,11252,10580
,15-Jan,CH 3530,21416,17167
,15-Jan,CH 3531,24718,22032
,15-Jan,CH 3532,6803,5605
,15-Jan,CH 3533,25468,20582
,15-Jan,CH 3534,16222,14188
,15-Jan,CH 3535,14042,12650
,15-Jan,CH 3536,12227,9955
,15-Jan,CH 3537,25247,22488
,15-Jan,CH 3538,19794,16348
,15-Jan,CH 3539,17594,15899
,15-Jan,CH 3540,12631,10644
,15-Jan,CH 3541,7849,6787
,15-Jan,CH 3542,22450,19274
,15-Jan,CH 3543,34152,30704
,15-Jan,CH 3544,37177,32921
,15-Jan,CH 3545,10665,8623
,15-Jan,CH 3546,3127,2825
,15-Jan,CH 3547,7932,6779
,15-Jan,CH 3548,41710,36067
,15-Jan,CH 3549,3786,3409
,15-Jan,CH 3550,2300,1866
,15-Jan,CH 3551,7358,6886
,15-Jan,CH 3552,10654,9215
,15-Jan,CH 3553,10898,9767
,15-Jan,CH 3554,7237,6377
,15-Jan,CH 3555,8025,6738
,15-Jan,CH 3556,9415,7556
,15-Jan,CH 3557,6011,4880
,15-Jan,CH 3558,9417,8767
,15-Jan,CH 3559,4617,4206
,15-Jan,CH 3560,17974,15924
,15-Jan,CH 3561,15665,14110
,15-Jan,CH 3562,12983,11091
,15-Jan,CH 3563,3676,3203
,15-Jan,CH 3564,9487,7892
,15-Jan,CH 3565,14997,13611
,15-Jan,CH 3566,9156,8284
,15-Jan,CH 3567,10663,9205
,15-Jan,CH 3568,25808,24182
,15-Jan,CH 3569,2947,2527
,15-Jan,CH 3570,15316,12924
,15-Jan,CH 3571,22633,20637
,15-Jan,CH 3572,8516,8077
,15-Jan,CH 3573,31657,28422
,15-Jan,CH 3574,2525,2236
,15-Jan,CH 3575,13466,11028
,15-Jan,CH 3576,4843,4189
,15-Jan,CH 3577,4183,3747
,15-Jan,CH 3578,5431,5148
,15-Jan,CH 3579,10306,8334
,15-Jan,CH 3580,3472,2955
,15-Jan,CH 3581,30576,25741
,15-Jan,CH 3582,20468,16417
,15-Jan,CH 3583,20670,19324
,15-Jan,CH 3584,8101,6686
,15-Jan,CH 3585,9224,7982
,15-Jan,CH 3586,20211,18010
,15-Jan,CH 3587,7472,6191
,15-Jan,CH 3588,18587,16094
,15-Jan,CH 3589,14398,12127
,15-Jan,CH 3590,13919,12398
,15-Jan,CH 3591,16941,14094
,15-Jan,CH 3592,51611,45514
,15-Jan,CH 3593,14332,11832
,15-Jan,CH 3594,32080,26166
,15-Jan,CH 3595,11444,9690
,15-Jan,CH 3596,8617,7828
,15-Jan,CH 3597,6979,6528
,15-Jan,CH 3598,20154,17128
,15-Jan,CH 3599,3465,2977
,15-Jan,CH 3600,13390,12512
,15-Jan,CH 3601,7460,7000
,15-Jan,CH 3602,6976,5765
,15-Jan,CH 3603,1797,1692
,15-Jan,CH 3604,35842,31121
,15-Jan,CH 3605,17380,15054
,15-Jan,CH 3606,8805,8057
,15-Jan,CH 3607,16894,15285
,15-Jan,CH 3608,4499,3839
,15-Jan,CH 3609,16999,15438
,15-Jan,CH 3610,6597,6221
,15-Jan,CH 3611,6807,5555
,15-Jan,CH 3612,13062,10785
,15-Jan,CH 3613,8731,7044
,15-Jan,CH 3614,4914,4527
,15-Jan,CH 3615,10863,9095
,15-Jan,CH 3616,14323,13149
,15-Jan,CH 3617,19850,17744
,15-Jan,CH 3618,29858,24945
,15-Jan,CH 3619,16437,13345
,15-Jan,CH 3620,30118,27657
,15-Jan,CH 3621,4071,3612
,15-Jan,CH 3622,12714,10398
,15-Jan,CH 3623,11281,9109
,15-Jan,CH 3624,9643,8120
,15-Jan,CH 3625,12008,10168
,15-Jan,CH 3626,3742,3058
,15-Jan,CH 3627,2906,2636
,15-Jan,CH 3628,8679,7588
,15-Jan,CH 3629,4134,3567
,15-Jan,CH 3630,10557,9509
,15-Jan,CH 3631,31749,25937
,15-Jan,CH 3632,45604,40890
,15-Jan,CH 3633,38697,32626
,15-Jan,CH 3634,15207,13484
,15-Jan,CH 3635,10311,9008
,15-Jan,CH 3636,3727,3146
,15-Jan,CH 3637,3931,3322
